OSPA,cardinality_error,discovery_rate,episode_index,episode_reward,estimated_count,estimated_peak_count,fairness,max_observation_gap,mean_first_detection_time,mean_observation_gap,mean_reward,miss_violation_rate,mode,observation_rate,overlap_penalty,steps,true_target_count
25.0,0.7944726943969727,0.2,0,5.083523992300034,5.794472694396973,0.0,1.0,0.0,0.0,0.0,1.0167047984600068,0.0,heuristic,0.2,0.0,5,5.0
