OSPA,cardinality_error,coverage_age_mean,discovery_rate,episode_index,episode_reward,estimated_count,estimated_peak_count,fairness,local_node_count,maintenance_node_count,max_observation_gap,mean_first_detection_time,mean_observation_gap,mean_reward,miss_violation_rate,n_targets,observation_rate,overlap_penalty,search_belief_mean,search_node_count,seed,selected_local_rate,selected_maintenance_rate,selected_search_rate,selected_target_rate,steps,switch_rate,target_estimated_count,target_node_count,track_count,true_target_count,valid_candidates_mean
25.0,0.22623538970947266,9.431125068664551,0.16666666666666666,0,0.5721791514140862,6.226235389709473,0.0,1.0,24.0,6.8,0.0,4.0,0.0,0.11443583028281723,0.0,6.0,0.03333333333333333,0.0011922300212441712,0.6223677039146424,10.4,1900.0,1.0,0.26666666666666666,0.6,0.0,5,0.40000001192092893,5.531256103515625,0.0,8.0,6.0,8.066666666666666
