OSPA,actor_loss,alpha,alpha_loss,cardinality_error,collection_index,coverage_age_mean,critic_grad_norm,discovery_rate,entropy,episode_reward,estimated_count,estimated_peak_count,fairness,local_node_count,maintenance_node_count,max_observation_gap,mean_first_detection_time,mean_observation_gap,mean_reward,miss_violation_rate,n_targets,observation_rate,overlap_penalty,policy_grad_norm,q1_loss,q1_mean,q2_loss,q2_mean,replay_size,reward_mean,search_belief_mean,search_node_count,seed,selected_local_rate,selected_maintenance_rate,selected_search_rate,selected_target_rate,steps,switch_rate,target_entropy,target_estimated_count,target_node_count,termination_loss,track_count,true_target_count,update,val_OSPA,val_cardinality_error,val_coverage_age_mean,val_discovery_rate,val_episode_reward,val_estimated_count,val_estimated_peak_count,val_fairness,val_local_node_count,val_maintenance_node_count,val_max_observation_gap,val_mean_first_detection_time,val_mean_observation_gap,val_mean_reward,val_miss_violation_rate,val_n_targets,val_observation_rate,val_overlap_penalty,val_search_belief_mean,val_search_node_count,val_seed,val_selected_local_rate,val_selected_maintenance_rate,val_selected_search_rate,val_selected_target_rate,val_steps,val_switch_rate,val_target_estimated_count,val_target_node_count,val_track_count,val_true_target_count,val_valid_candidates_mean,valid_candidates_mean
25.0,-0.2662508189678192,0.13533663749694824,3.9595224857330322,2.447354793548584,0,9.510375022888184,4.373806953430176,0.0,2.0839786529541016,-0.2501172578334808,5.447354793548584,1.0,0.0,24.0,0.6,0.0,nan,0.0,-0.050023451566696166,0.0,3.0,0.0,0.0,0.026078056544065475,0.10261595994234085,-0.007921542041003704,0.0912933275103569,0.012489528395235538,25,0.013798097148537636,0.6264157652854919,0.0,6.0,0.8666666666666666,0.13333333333333333,0.0,0.0,5,0.40000001192092893,0.10421744734048843,5.128675842285157,0.0,0.0009002831648103893,4.8,3.0,1,25.0,0.6124367713928223,9.940375328063965,0.0,-0.17774200439453125,5.612436771392822,0.0,0.0,24.0,0.6000000238418579,0.0,nan,0.0,-0.03554840013384819,0.0,5.0,0.0,0.01689482480287552,0.648366391658783,0.0,700.0,1.0,0.13333334028720856,0.0,0.0,5.0,0.0,5.148949146270752,0.0,5.400000095367432,5.0,8.0,8.133333333333335
25.0,-0.27549251914024353,0.13533799350261688,3.967576026916504,1.6933345794677734,1,9.397125053405762,7.097355365753174,0.25,2.0882349014282227,4.656823177822457,5.693334579467773,1.0,1.0,24.0,0.8,1.0,0.0,1.0,0.9313646355644914,0.0,4.0,0.2,0.03332650667824807,0.01826026290655136,0.29910752177238464,-0.0017020351951941848,0.28081920742988586,0.021528808400034904,30,0.20160412788391113,0.620796287059784,0.0,7.0,1.0,0.0,0.0,0.0,5,0.4666666805744171,0.104436956346035,5.199034976959228,0.0,-0.0072728232480585575,3.6,4.0,2,25.0,0.6021990776062012,9.91812515258789,0.0,-0.1672334223985672,5.602199077606201,0.0,0.0,24.0,0.6000000238418579,0.0,nan,0.0,-0.03344668447971344,0.0,5.0,0.0,0.004155572038143873,0.6472102403640747,0.0,700.0,1.0,0.13333334028720856,0.0,0.0,5.0,0.0,5.146901607513428,0.0,5.400000095367432,5.0,8.0,8.133333333333333
